Distance,Voltage
20,2.913000977517106
30,2.243401759530792
40,1.6943629846855652
50,1.3848159009449332
60,1.1306614532420982
70,0.9661127403062887
80,0.8113391984359725
90,0.7820136852394916
100,0.7347670250896057
110,0.6614532420984034
120,0.635386119257087
130,0.6190941674812643
140,0.5734767025089605
150,0.5213424568263277
