pan,tilt,voltage
70.0,63.0,0.7038123167155426
70.0,64.0,0.7038123167155426
70.0,65.0,0.7038123167155426
70.0,66.0,0.7233626588465298
70.0,67.0,0.7771260997067448
70.0,68.0,0.8015640273704789
70.0,69.0,0.7966764418377321
70.0,70.0,0.7429130009775171
70.0,71.0,0.8015640273704789
70.0,72.0,0.8015640273704789
70.0,73.0,0.7429130009775171
70.0,74.0,0.8015640273704789
70.0,75.0,0.8015640273704789
70.0,76.0,0.7771260997067448
70.0,77.0,0.7135874877810362
70.0,78.0,0.7233626588465298
70.0,79.0,0.7429130009775171
70.0,80.0,0.7820136852394917
70.0,81.0,0.7429130009775171
70.0,82.0,0.7966764418377321
70.0,83.0,0.8015640273704789
70.0,84.0,0.8211143695014663
70.0,85.0,0.8015640273704789
70.0,86.0,0.8015640273704789
70.0,87.0,0.8015640273704789
70.0,88.0,0.7233626588465298
70.0,89.0,0.8015640273704789
70.0,90.0,0.7820136852394917
70.0,91.0,0.7429130009775171
70.0,92.0,0.7429130009775171
70.0,93.0,0.7820136852394917
70.0,94.0,0.7233626588465298
70.0,95.0,0.9335288367546432
70.0,96.0,0.7771260997067448
70.0,97.0,0.8015640273704789
70.0,98.0,0.7526881720430108
70.0,99.0,0.7526881720430108
70.0,100.0,0.7429130009775171
70.0,101.0,0.7038123167155426
70.0,102.0,0.7526881720430108
70.0,103.0,0.7429130009775171
70.0,104.0,0.7429130009775171
70.0,105.0,0.7429130009775171
70.0,106.0,0.7331378299120235
70.0,107.0,0.7038123167155426
70.0,108.0,0.7282502443792767
70.0,109.0,0.7038123167155426
70.0,110.0,0.6647116324535679
70.0,111.0,0.7038123167155426
70.0,112.0,0.6451612903225806
70.0,113.0,0.6256109481915934
70.0,114.0,0.6256109481915934
70.0,115.0,0.6842619745845552
70.0,116.0,0.6256109481915934
71.0,47.0,0.7820136852394917
71.0,48.0,0.7233626588465298
71.0,49.0,0.7233626588465298
71.0,50.0,0.7429130009775171
71.0,51.0,0.7820136852394917
71.0,52.0,0.7771260997067448
71.0,53.0,0.6647116324535679
71.0,54.0,0.6744868035190615
71.0,55.0,0.7038123167155426
71.0,56.0,0.7282502443792767
71.0,57.0,0.7429130009775171
71.0,58.0,0.7429130009775171
71.0,59.0,0.8797653958944281
71.0,60.0,0.7820136852394917
71.0,61.0,0.7233626588465298
71.0,62.0,0.7429130009775171
71.0,63.0,0.7429130009775171
71.0,64.0,0.7526881720430108
71.0,65.0,0.7038123167155426
71.0,66.0,0.7429130009775171
71.0,67.0,0.7820136852394917
71.0,68.0,0.7429130009775171
71.0,69.0,0.7429130009775171
71.0,70.0,0.8015640273704789
71.0,71.0,0.7820136852394917
71.0,72.0,0.8211143695014663
71.0,73.0,0.8211143695014663
71.0,74.0,0.8211143695014663
71.0,75.0,0.8211143695014663
71.0,76.0,0.8211143695014663
71.0,77.0,0.8015640273704789
71.0,78.0,0.7820136852394917
71.0,79.0,0.8211143695014663
71.0,80.0,0.8015640273704789
71.0,81.0,0.8260019550342131
71.0,82.0,0.8211143695014663
71.0,83.0,0.7429130009775171
71.0,84.0,0.7429130009775171
71.0,85.0,0.7820136852394917
71.0,86.0,0.7820136852394917
71.0,87.0,0.8211143695014663
71.0,88.0,0.8015640273704789
71.0,89.0,0.7429130009775171
71.0,90.0,0.7429130009775171
71.0,91.0,0.7820136852394917
71.0,92.0,0.8064516129032258
71.0,93.0,0.7820136852394917
71.0,94.0,0.8015640273704789
71.0,95.0,0.7624633431085044
71.0,96.0,0.8015640273704789
71.0,97.0,0.7820136852394917
71.0,98.0,0.7429130009775171
71.0,99.0,0.7038123167155426
71.0,100.0,0.7771260997067448
71.0,101.0,0.7820136852394917
71.0,102.0,0.772238514173998
71.0,103.0,0.7820136852394917
71.0,104.0,0.7233626588465298
71.0,105.0,0.7526881720430108
71.0,106.0,0.6842619745845552
71.0,107.0,0.7233626588465298
71.0,108.0,0.7282502443792767
71.0,109.0,0.7331378299120235
71.0,110.0,0.7233626588465298
71.0,111.0,0.6647116324535679
71.0,112.0,0.6256109481915934
71.0,113.0,0.7038123167155426
71.0,114.0,0.6842619745845552
71.0,115.0,0.6256109481915934
71.0,116.0,0.7038123167155426
72.0,47.0,0.6647116324535679
72.0,48.0,0.6647116324535679
72.0,49.0,0.7771260997067448
72.0,50.0,0.7820136852394917
72.0,51.0,0.7135874877810362
72.0,52.0,0.7038123167155426
72.0,53.0,0.7526881720430108
72.0,54.0,0.7331378299120235
72.0,55.0,0.6647116324535679
72.0,56.0,0.6451612903225806
72.0,57.0,0.7038123167155426
72.0,58.0,0.7820136852394917
72.0,59.0,0.7429130009775171
72.0,60.0,0.7771260997067448
72.0,61.0,0.7771260997067448
72.0,62.0,0.8015640273704789
72.0,63.0,0.8015640273704789
72.0,64.0,0.7771260997067448
72.0,65.0,0.7429130009775171
72.0,66.0,0.8015640273704789
72.0,67.0,0.8015640273704789
72.0,68.0,0.8015640273704789
72.0,69.0,0.7429130009775171
72.0,70.0,0.7820136852394917
72.0,71.0,0.7820136852394917
72.0,72.0,0.7233626588465298
72.0,73.0,0.8015640273704789
72.0,74.0,0.7820136852394917
72.0,75.0,0.8260019550342131
72.0,76.0,0.7820136852394917
72.0,77.0,0.8015640273704789
72.0,78.0,0.8211143695014663
72.0,79.0,0.7820136852394917
72.0,80.0,0.8015640273704789
72.0,81.0,0.8211143695014663
72.0,82.0,0.7820136852394917
72.0,83.0,0.7820136852394917
72.0,84.0,0.8015640273704789
72.0,85.0,0.7820136852394917
72.0,86.0,0.7429130009775171
72.0,87.0,0.9970674486803519
72.0,88.0,0.8015640273704789
72.0,89.0,0.7966764418377321
72.0,90.0,0.8015640273704789
72.0,91.0,0.7820136852394917
72.0,92.0,0.7820136852394917
72.0,93.0,0.7820136852394917
72.0,94.0,0.7820136852394917
72.0,95.0,0.8015640273704789
72.0,96.0,0.7429130009775171
72.0,97.0,0.7771260997067448
72.0,98.0,0.8015640273704789
72.0,99.0,0.7135874877810362
72.0,100.0,0.7820136852394917
72.0,101.0,0.7820136852394917
72.0,102.0,0.7771260997067448
72.0,103.0,0.7233626588465298
72.0,104.0,0.7135874877810362
72.0,105.0,0.7282502443792767
72.0,106.0,0.7282502443792767
72.0,107.0,0.7038123167155426
72.0,108.0,0.6647116324535679
72.0,109.0,0.7086999022482894
72.0,110.0,0.7038123167155426
72.0,111.0,0.7038123167155426
72.0,112.0,0.6256109481915934
72.0,113.0,0.6647116324535679
72.0,114.0,0.7086999022482894
72.0,115.0,0.7038123167155426
72.0,116.0,0.7038123167155426
73.0,47.0,0.6647116324535679
73.0,48.0,0.7038123167155426
73.0,49.0,0.7038123167155426
73.0,50.0,0.7526881720430108
73.0,51.0,0.7038123167155426
73.0,52.0,0.7233626588465298
73.0,53.0,0.7526881720430108
73.0,54.0,0.7282502443792767
73.0,55.0,0.6647116324535679
73.0,56.0,0.7429130009775171
73.0,57.0,0.7233626588465298
73.0,58.0,0.8406647116324536
73.0,59.0,0.7233626588465298
73.0,60.0,0.7526881720430108
73.0,61.0,0.7233626588465298
73.0,62.0,0.7820136852394917
73.0,63.0,0.8015640273704789
73.0,64.0,0.7429130009775171
73.0,65.0,0.7429130009775171
73.0,66.0,0.7820136852394917
73.0,67.0,0.9286412512218963
73.0,68.0,0.7429130009775171
73.0,69.0,0.7820136852394917
73.0,70.0,0.7820136852394917
73.0,71.0,0.8260019550342131
73.0,72.0,0.7820136852394917
73.0,73.0,0.7624633431085044
73.0,74.0,0.7771260997067448
73.0,75.0,0.8015640273704789
73.0,76.0,0.8015640273704789
73.0,77.0,0.7820136852394917
73.0,78.0,0.7429130009775171
73.0,79.0,0.7820136852394917
73.0,80.0,0.8699902248289345
73.0,81.0,0.7820136852394917
73.0,82.0,0.7820136852394917
73.0,83.0,0.7820136852394917
73.0,84.0,0.8260019550342131
73.0,85.0,0.7820136852394917
73.0,86.0,0.7820136852394917
73.0,87.0,0.7820136852394917
73.0,88.0,0.7820136852394917
73.0,89.0,0.7624633431085044
73.0,90.0,0.8015640273704789
73.0,91.0,0.7820136852394917
73.0,92.0,0.8064516129032258
73.0,93.0,0.8015640273704789
73.0,94.0,0.7820136852394917
73.0,95.0,0.7429130009775171
73.0,96.0,0.7820136852394917
73.0,97.0,0.8015640273704789
73.0,98.0,0.7429130009775171
73.0,99.0,0.7820136852394917
73.0,100.0,0.8015640273704789
73.0,101.0,0.7526881720430108
73.0,102.0,0.7038123167155426
73.0,103.0,0.7282502443792767
73.0,104.0,0.7771260997067448
73.0,105.0,0.7820136852394917
73.0,106.0,0.7429130009775171
73.0,107.0,0.6842619745845552
73.0,108.0,0.7526881720430108
73.0,109.0,0.6647116324535679
73.0,110.0,0.7038123167155426
73.0,111.0,0.6744868035190615
73.0,112.0,0.7038123167155426
73.0,113.0,0.8993157380254154
73.0,114.0,0.7282502443792767
73.0,115.0,0.8797653958944281
73.0,116.0,0.6647116324535679
74.0,47.0,0.7038123167155426
74.0,48.0,0.6451612903225806
74.0,49.0,0.6451612903225806
74.0,50.0,0.7038123167155426
74.0,51.0,0.7038123167155426
74.0,52.0,0.7038123167155426
74.0,53.0,0.7233626588465298
74.0,54.0,0.7233626588465298
74.0,55.0,0.7526881720430108
74.0,56.0,0.7038123167155426
74.0,57.0,0.7135874877810362
74.0,58.0,0.7233626588465298
74.0,59.0,0.7820136852394917
74.0,60.0,0.7771260997067448
74.0,61.0,0.7771260997067448
74.0,62.0,0.8015640273704789
74.0,63.0,0.8015640273704789
74.0,64.0,0.8015640273704789
74.0,65.0,0.7233626588465298
74.0,66.0,0.7820136852394917
74.0,67.0,0.8015640273704789
74.0,68.0,0.7820136852394917
74.0,69.0,0.8015640273704789
74.0,70.0,0.8211143695014663
74.0,71.0,0.8015640273704789
74.0,72.0,0.8015640273704789
74.0,73.0,0.7820136852394917
74.0,74.0,0.8455522971652004
74.0,75.0,0.8211143695014663
74.0,76.0,0.8504398826979472
74.0,77.0,0.8455522971652004
74.0,78.0,0.8211143695014663
74.0,79.0,0.8015640273704789
74.0,80.0,0.8015640273704789
74.0,81.0,0.7820136852394917
74.0,82.0,0.7820136852394917
74.0,83.0,0.7820136852394917
74.0,84.0,0.7820136852394917
74.0,85.0,0.8015640273704789
74.0,86.0,0.8211143695014663
74.0,87.0,0.7820136852394917
74.0,88.0,0.7820136852394917
74.0,89.0,0.8260019550342131
74.0,90.0,0.8015640273704789
74.0,91.0,0.8211143695014663
74.0,92.0,0.8211143695014663
74.0,93.0,0.8015640273704789
74.0,94.0,0.7820136852394917
74.0,95.0,0.8015640273704789
74.0,96.0,0.8015640273704789
74.0,97.0,0.8015640273704789
74.0,98.0,0.7429130009775171
74.0,99.0,0.8699902248289345
74.0,100.0,0.7429130009775171
74.0,101.0,0.7820136852394917
74.0,102.0,0.8015640273704789
74.0,103.0,0.8015640273704789
74.0,104.0,0.7038123167155426
74.0,105.0,0.7624633431085044
74.0,106.0,0.7526881720430108
74.0,107.0,0.7429130009775171
74.0,108.0,0.7282502443792767
74.0,109.0,0.7282502443792767
74.0,110.0,0.7086999022482894
74.0,111.0,0.6647116324535679
74.0,112.0,0.7038123167155426
74.0,113.0,0.7038123167155426
74.0,114.0,0.7038123167155426
74.0,115.0,0.7086999022482894
74.0,116.0,0.6842619745845552
75.0,47.0,0.6647116324535679
75.0,48.0,0.7038123167155426
75.0,49.0,0.7038123167155426
75.0,50.0,0.7526881720430108
75.0,51.0,0.7526881720430108
75.0,52.0,0.7038123167155426
75.0,53.0,0.6647116324535679
75.0,54.0,0.7233626588465298
75.0,55.0,0.7526881720430108
75.0,56.0,0.7526881720430108
75.0,57.0,0.7771260997067448
75.0,58.0,0.7429130009775171
75.0,59.0,0.7820136852394917
75.0,60.0,0.7771260997067448
75.0,61.0,0.7771260997067448
75.0,62.0,0.7233626588465298
75.0,63.0,0.8015640273704789
75.0,64.0,0.8260019550342131
75.0,65.0,0.8211143695014663
75.0,66.0,0.8211143695014663
75.0,67.0,0.8211143695014663
75.0,68.0,0.8260019550342131
75.0,69.0,0.7820136852394917
75.0,70.0,0.8015640273704789
75.0,71.0,0.7820136852394917
75.0,72.0,0.8260019550342131
75.0,73.0,0.8211143695014663
75.0,74.0,0.8015640273704789
75.0,75.0,0.8211143695014663
75.0,76.0,0.8504398826979472
75.0,77.0,0.8211143695014663
75.0,78.0,0.7820136852394917
75.0,79.0,0.8211143695014663
75.0,80.0,0.7820136852394917
75.0,81.0,0.8211143695014663
75.0,82.0,0.8211143695014663
75.0,83.0,0.7820136852394917
75.0,84.0,0.7820136852394917
75.0,85.0,0.8015640273704789
75.0,86.0,0.8211143695014663
75.0,87.0,0.8211143695014663
75.0,88.0,0.8211143695014663
75.0,89.0,0.8504398826979472
75.0,90.0,0.8211143695014663
75.0,91.0,0.7820136852394917
75.0,92.0,0.8211143695014663
75.0,93.0,0.8015640273704789
75.0,94.0,0.7429130009775171
75.0,95.0,0.7820136852394917
75.0,96.0,0.8015640273704789
75.0,97.0,0.8015640273704789
75.0,98.0,0.7820136852394917
75.0,99.0,0.7038123167155426
75.0,100.0,0.7771260997067448
75.0,101.0,0.8113391984359726
75.0,102.0,0.8015640273704789
75.0,103.0,0.7429130009775171
75.0,104.0,0.7233626588465298
75.0,105.0,0.7771260997067448
75.0,106.0,0.7820136852394917
75.0,107.0,0.7429130009775171
75.0,108.0,0.7526881720430108
75.0,109.0,0.7233626588465298
75.0,110.0,0.7038123167155426
75.0,111.0,0.7282502443792767
75.0,112.0,0.7038123167155426
75.0,113.0,0.6647116324535679
75.0,114.0,0.6842619745845552
75.0,115.0,0.7282502443792767
75.0,116.0,0.7282502443792767
76.0,47.0,0.7038123167155426
76.0,48.0,0.6647116324535679
76.0,49.0,0.7233626588465298
76.0,50.0,0.7282502443792767
76.0,51.0,0.7526881720430108
76.0,52.0,0.7135874877810362
76.0,53.0,0.7038123167155426
76.0,54.0,0.7820136852394917
76.0,55.0,0.7526881720430108
76.0,56.0,0.7038123167155426
76.0,57.0,0.7771260997067448
76.0,58.0,0.7233626588465298
76.0,59.0,0.7820136852394917
76.0,60.0,0.7135874877810362
76.0,61.0,0.7429130009775171
76.0,62.0,0.7820136852394917
76.0,63.0,0.8260019550342131
76.0,64.0,0.8015640273704789
76.0,65.0,0.8015640273704789
76.0,66.0,0.8211143695014663
76.0,67.0,0.8211143695014663
76.0,68.0,0.8504398826979472
76.0,69.0,0.8455522971652004
76.0,70.0,0.8455522971652004
76.0,71.0,0.7917888563049853
76.0,72.0,0.8455522971652004
76.0,73.0,0.7820136852394917
76.0,74.0,0.8015640273704789
76.0,75.0,0.8211143695014663
76.0,76.0,0.8015640273704789
76.0,77.0,0.8015640273704789
76.0,78.0,0.7820136852394917
76.0,79.0,0.8211143695014663
76.0,80.0,0.8211143695014663
76.0,81.0,0.8455522971652004
76.0,82.0,0.7917888563049853
76.0,83.0,0.8455522971652004
76.0,84.0,0.7820136852394917
76.0,85.0,0.8260019550342131
76.0,86.0,0.8211143695014663
76.0,87.0,0.8211143695014663
76.0,88.0,0.7820136852394917
76.0,89.0,0.8260019550342131
76.0,90.0,0.8211143695014663
76.0,91.0,0.7820136852394917
76.0,92.0,0.7820136852394917
76.0,93.0,0.7624633431085044
76.0,94.0,0.8211143695014663
76.0,95.0,0.7820136852394917
76.0,96.0,0.8015640273704789
76.0,97.0,0.8015640273704789
76.0,98.0,0.7820136852394917
76.0,99.0,0.7820136852394917
76.0,100.0,0.7429130009775171
76.0,101.0,0.7771260997067448
76.0,102.0,0.7820136852394917
76.0,103.0,0.7771260997067448
76.0,104.0,0.7771260997067448
76.0,105.0,0.7429130009775171
76.0,106.0,0.7820136852394917
76.0,107.0,0.7575757575757576
76.0,108.0,0.7038123167155426
76.0,109.0,0.7526881720430108
76.0,110.0,0.6842619745845552
76.0,111.0,0.7331378299120235
76.0,112.0,0.6695992179863147
76.0,113.0,0.7038123167155426
76.0,114.0,0.6256109481915934
76.0,115.0,0.6842619745845552
76.0,116.0,0.6842619745845552
77.0,47.0,0.7086999022482894
77.0,48.0,0.7086999022482894
77.0,49.0,0.7038123167155426
77.0,50.0,0.7038123167155426
77.0,51.0,0.7282502443792767
77.0,52.0,0.7526881720430108
77.0,53.0,0.7526881720430108
77.0,54.0,0.7429130009775171
77.0,55.0,0.7038123167155426
77.0,56.0,0.7038123167155426
77.0,57.0,0.7526881720430108
77.0,58.0,0.7624633431085044
77.0,59.0,0.7771260997067448
77.0,60.0,0.7526881720430108
77.0,61.0,0.8015640273704789
77.0,62.0,0.7820136852394917
77.0,63.0,0.8015640273704789
77.0,64.0,0.7429130009775171
77.0,65.0,0.8260019550342131
77.0,66.0,0.8211143695014663
77.0,67.0,0.8211143695014663
77.0,68.0,0.8406647116324536
77.0,69.0,0.8455522971652004
77.0,70.0,0.8406647116324536
77.0,71.0,0.8651026392961877
77.0,72.0,0.8651026392961877
77.0,73.0,0.8406647116324536
77.0,74.0,0.8602150537634409
77.0,75.0,0.8602150537634409
77.0,76.0,0.9139784946236559
77.0,77.0,0.9139784946236559
77.0,78.0,0.8895405669599218
77.0,79.0,0.9090909090909091
77.0,80.0,0.8406647116324536
77.0,81.0,0.8602150537634409
77.0,82.0,0.8455522971652004
77.0,83.0,0.8455522971652004
77.0,84.0,0.7917888563049853
77.0,85.0,0.8211143695014663
77.0,86.0,0.8260019550342131
77.0,87.0,0.8211143695014663
77.0,88.0,0.8455522971652004
77.0,89.0,0.7820136852394917
77.0,90.0,0.8260019550342131
77.0,91.0,0.8211143695014663
77.0,92.0,0.7820136852394917
77.0,93.0,0.7820136852394917
77.0,94.0,0.8015640273704789
77.0,95.0,0.8015640273704789
77.0,96.0,0.7820136852394917
77.0,97.0,0.8211143695014663
